Order_ID,Distribution_Center_ID,Customer_ZIP,Delivery_Type,Service_Type,Cost,Event_Type,Holiday_Flag,Carrier_Reliability_Score
ORD5130,DC2,63770,Ground,Ground,279.54,Gender Reveal,0,
ORD5131,DC1,06700,Air,Standard Overnight,124.88,Graduation,1,
ORD5132,DC3,23605,Air,Ground,293.35,Holiday,0,
ORD5133,DC2,38037,Ground,Priority Overnight,75.1,First Communion,1,
ORD5134,DC3,87224,Air,Priority Overnight,203.83,Wedding,1,
ORD5135,DC1,32633,Air,Ground,221.42,Graduation,1,
ORD5136,DC4,06668,Air,Priority Overnight,89.4,Birthday,1,
ORD5137,DC4,30097,Ground,Priority Overnight,85.34,Wedding,0,
ORD5138,DC2,80907,Air,Ground,132.1,Gender Reveal,0,
ORD5139,DC3,39745,Ground,Ground,61.69,Holiday,0,
ORD5140,DC2,55880,Ground,Ground,239.83,Graduation,1,
ORD5141,DC4,94995,Air,Standard Overnight,184.32,Holiday,0,
ORD5142,DC4,28757,Air,Ground,192.18,Graduation,0,
ORD5143,DC5,86824,Ground,Ground,238.1,Gender Reveal,1,
ORD5144,DC5,29484,Ground,Ground,29.48,Bridal Shower,0,
ORD5145,DC2,81960,Ground,Priority Overnight,63.69,None,0,
ORD5146,DC3,59435,Ground,Ground,248.63,Holiday,0,
ORD5147,DC5,09864,Air,Standard Overnight,13.42,Bridal Shower,0,
ORD5148,DC4,43008,Air,Ground,84.82,Holiday,0,
ORD5149,DC2,46351,Ground,Priority Overnight,76.3,Birthday,0,
ORD5150,DC1,02557,Air,Priority Overnight,90.11,Retirement,0,
ORD5151,DC1,45453,Air,Priority Overnight,209.04,None,0,
ORD5152,DC6,02060,Ground,Ground,257.85,Wedding,0,
ORD5153,DC6,93827,Air,Ground,152.8,None,0,
ORD5154,DC3,24281,Air,Ground,99.44,First Communion,1,
ORD5155,DC5,02595,Ground,Priority Overnight,135.5,First Communion,1,
ORD5156,DC6,11224,Ground,Standard Overnight,245.12,Wedding,1,
ORD5157,DC2,99814,Air,Ground,145.46,First Communion,1,
ORD5158,DC4,98175,Ground,Standard Overnight,95.3,Bridal Shower,1,
ORD5159,DC2,65294,Ground,Ground,145.42,Graduation,0,
ORD5160,DC2,45472,Ground,Ground,241.86,Bridal Shower,0,
ORD5161,DC1,81266,Air,Standard Overnight,258.95,Wedding,0,
ORD5162,DC5,36951,Air,Standard Overnight,59.8,Retirement,0,
ORD5163,DC1,93202,Ground,Standard Overnight,140.5,None,0,
ORD5164,DC4,37691,Air,Standard Overnight,111.17,Birthday,0,
ORD5165,DC5,81496,Air,Standard Overnight,274.22,None,1,
ORD5166,DC4,58461,Ground,Standard Overnight,207.63,Bridal Shower,0,
ORD5167,DC5,99257,Ground,Priority Overnight,252.82,Holiday,1,
ORD5168,DC4,79212,Air,Ground,36.2,First Communion,1,
ORD5169,DC5,99763,Ground,Ground,142.56,First Communion,1,
ORD5170,DC6,21077,Ground,Ground,251.64,None,1,
ORD5171,DC4,64424,Air,Ground,285.72,Bridal Shower,1,
ORD5172,DC3,06926,Ground,Ground,136.05,None,0,
ORD5173,DC6,88542,Air,Ground,237.56,Wedding,1,
ORD5174,DC5,46085,Air,Ground,255.93,Holiday,1,
ORD5175,DC3,42216,Air,Priority Overnight,95.65,Gender Reveal,0,
ORD5176,DC4,81145,Air,Priority Overnight,90.26,Graduation,1,
ORD5177,DC2,94102,Ground,Ground,123.57,First Communion,0,
ORD5178,DC6,11543,Air,Priority Overnight,21.37,Retirement,0,
ORD5179,DC1,78899,Air,Standard Overnight,134.6,First Communion,1,
ORD5180,DC1,90865,Ground,Standard Overnight,160.18,Birthday,1,
ORD5181,DC6,15441,Air,Standard Overnight,142.34,Gender Reveal,1,
ORD5182,DC2,65422,Air,Ground,18.9,First Communion,1,
ORD5183,DC3,81970,Air,Ground,27.02,None,1,
ORD5184,DC4,12483,Air,Priority Overnight,221.3,Bridal Shower,1,
ORD5185,DC1,03884,Ground,Priority Overnight,191.55,Retirement,0,
ORD5186,DC2,09677,Ground,Ground,255.5,Bridal Shower,0,
ORD5187,DC1,78658,Air,Priority Overnight,147.96,First Communion,1,
ORD5188,DC5,94436,Air,Priority Overnight,166.29,None,1,
ORD5189,DC2,51692,Ground,Priority Overnight,288.35,Birthday,1,
ORD5190,DC1,98706,Ground,Priority Overnight,197.39,Gender Reveal,1,
ORD5191,DC5,73934,Air,Ground,93.53,First Communion,0,
ORD5192,DC3,89221,Air,Standard Overnight,126.73,Holiday,1,
ORD5193,DC6,03004,Ground,Standard Overnight,254.02,Birthday,0,
ORD5194,DC4,27668,Ground,Priority Overnight,10.8,None,0,
ORD5195,DC2,83774,Ground,Standard Overnight,279.82,Birthday,1,
ORD5196,DC4,14000,Ground,Ground,110.22,Gender Reveal,0,
ORD5197,DC6,91160,Air,Ground,41.68,Gender Reveal,1,
ORD5198,DC5,68989,Ground,Standard Overnight,234.2,Gender Reveal,0,
ORD5199,DC1,30904,Air,Priority Overnight,221.81,Retirement,0,
ORD5200,DC4,27822,Air,Ground,293.52,None,1,
ORD5201,DC6,17911,Ground,Standard Overnight,133.16,First Communion,1,
ORD5202,DC5,96543,Ground,Standard Overnight,223.26,Gender Reveal,1,
ORD5203,DC2,20427,Air,Priority Overnight,216.89,Holiday,1,
ORD5204,DC5,51461,Air,Ground,182.71,Graduation,1,
ORD5205,DC6,26331,Air,Standard Overnight,151.3,Birthday,1,
ORD5206,DC3,98866,Ground,Ground,251.1,Gender Reveal,1,
ORD5207,DC3,40907,Ground,Ground,91.55,None,1,
ORD5208,DC1,61804,Air,Priority Overnight,121.32,Gender Reveal,1,
ORD5209,DC5,63394,Ground,Standard Overnight,34.17,Graduation,0,
ORD5210,DC1,51738,Ground,Priority Overnight,278.82,Retirement,1,
ORD5211,DC1,78570,Ground,Standard Overnight,83.79,Holiday,0,
ORD5212,DC6,51313,Ground,Priority Overnight,237.22,Retirement,0,
ORD5213,DC4,36754,Ground,Priority Overnight,96.23,Bridal Shower,1,
ORD5214,DC2,10376,Air,Standard Overnight,83.09,Retirement,1,
ORD5215,DC4,79045,Air,Priority Overnight,147.26,None,1,
ORD5216,DC1,22248,Air,Priority Overnight,170.6,Birthday,0,
ORD5217,DC1,16274,Ground,Priority Overnight,136.06,Wedding,0,
ORD5218,DC3,77441,Air,Ground,217.02,Gender Reveal,0,
ORD5219,DC2,86451,Ground,Standard Overnight,122.5,Bridal Shower,0,
ORD5220,DC5,65765,Ground,Ground,284.89,None,1,
ORD5221,DC6,15503,Air,Ground,93.06,Bridal Shower,0,
ORD5222,DC2,00556,Ground,Priority Overnight,10.26,Bridal Shower,0,
ORD5223,DC3,62598,Ground,Priority Overnight,198.82,Graduation,1,
ORD5224,DC5,48642,Air,Standard Overnight,267.33,Gender Reveal,0,
ORD5225,DC5,27227,Air,Ground,35.18,Graduation,0,
ORD5226,DC4,43322,Air,Priority Overnight,39.57,Retirement,1,
ORD5227,DC1,62064,Air,Standard Overnight,120.5,Gender Reveal,0,
ORD5228,DC6,69671,Air,Ground,167.63,None,1,
ORD5229,DC1,86424,Ground,Standard Overnight,224.29,Holiday,1,
ORD5230,DC3,03569,Air,Ground,172.94,First Communion,0,
ORD5231,DC5,20172,Air,Standard Overnight,187.66,Retirement,0,
ORD5232,DC4,18827,Ground,Priority Overnight,99.28,Birthday,1,
ORD5233,DC4,69713,Ground,Standard Overnight,65.8,Holiday,0,
ORD5234,DC4,20074,Ground,Standard Overnight,161.77,Birthday,1,
ORD5235,DC3,49788,Air,Priority Overnight,187.34,Gender Reveal,0,
ORD5236,DC5,45135,Air,Ground,187.1,Wedding,1,
ORD5237,DC2,64052,Air,Priority Overnight,191.96,Bridal Shower,0,
ORD5238,DC1,09966,Ground,Standard Overnight,159.77,Graduation,1,
ORD5239,DC3,04263,Ground,Priority Overnight,293.92,Holiday,0,
ORD5240,DC4,73374,Ground,Standard Overnight,79.27,Gender Reveal,0,
ORD5241,DC5,31274,Air,Ground,71.86,First Communion,1,
ORD5242,DC3,36516,Air,Priority Overnight,132.53,Birthday,0,
ORD5243,DC3,03363,Ground,Standard Overnight,33.67,Graduation,1,
ORD5244,DC1,25577,Ground,Priority Overnight,54.59,Gender Reveal,0,
ORD5245,DC5,92321,Ground,Standard Overnight,241.4,Holiday,1,
ORD5246,DC4,57687,Ground,Priority Overnight,225.74,First Communion,0,
ORD5247,DC2,75058,Ground,Ground,157.58,Retirement,1,
ORD5248,DC5,05803,Ground,Standard Overnight,97.37,None,1,
ORD5249,DC4,39161,Ground,Ground,232.95,None,0,
ORD5250,DC1,38759,Ground,Standard Overnight,226.05,Wedding,0,
ORD5251,DC5,34745,Air,Ground,95.34,Gender Reveal,1,
ORD5252,DC4,86756,Ground,Priority Overnight,254.76,Gender Reveal,0,
ORD5253,DC2,94559,Ground,Standard Overnight,171.63,First Communion,1,
ORD5254,DC4,54928,Ground,Standard Overnight,72.0,None,0,
ORD5255,DC4,78847,Ground,Ground,144.15,Wedding,0,
ORD5256,DC3,38400,Ground,Priority Overnight,259.5,Bridal Shower,1,
ORD5257,DC6,23033,Air,Standard Overnight,146.62,Holiday,1,
ORD5258,DC3,27543,Air,Standard Overnight,196.96,Gender Reveal,0,
ORD5259,DC3,97223,Ground,Priority Overnight,215.55,Wedding,0,
ORD5260,DC6,07082,Air,Standard Overnight,19.17,Holiday,1,
ORD5261,DC6,57192,Air,Priority Overnight,174.5,Wedding,1,
ORD5262,DC2,50333,Ground,Priority Overnight,102.44,Gender Reveal,1,
ORD5263,DC6,57909,Air,Ground,186.19,Wedding,0,
ORD5264,DC1,60592,Air,Ground,175.51,Wedding,0,
ORD5265,DC3,21096,Ground,Ground,135.27,Retirement,0,
ORD5266,DC5,12002,Air,Priority Overnight,213.57,Gender Reveal,1,
ORD5267,DC1,44188,Ground,Standard Overnight,187.61,First Communion,1,
ORD5268,DC4,85978,Ground,Ground,18.29,Wedding,1,
ORD5269,DC2,51166,Air,Ground,147.58,Bridal Shower,1,
ORD5270,DC1,16700,Ground,Ground,82.08,Holiday,1,
ORD5271,DC2,53117,Air,Ground,238.54,Wedding,1,
ORD5272,DC1,99546,Ground,Standard Overnight,272.98,Wedding,1,
ORD5273,DC5,32517,Air,Priority Overnight,253.4,Gender Reveal,0,
ORD5274,DC5,72073,Air,Priority Overnight,241.96,Wedding,1,
ORD5275,DC3,47944,Air,Ground,279.81,None,0,
ORD5276,DC2,00721,Air,Priority Overnight,116.53,Holiday,1,
ORD5277,DC1,15846,Ground,Standard Overnight,201.12,Retirement,0,
ORD5278,DC2,15699,Air,Standard Overnight,225.88,Bridal Shower,1,
ORD5279,DC4,39054,Air,Priority Overnight,80.47,Gender Reveal,0,
ORD5280,DC1,89971,Ground,Standard Overnight,62.3,Birthday,1,
ORD5281,DC4,98946,Air,Standard Overnight,239.55,Retirement,0,
ORD5282,DC6,25642,Air,Priority Overnight,140.11,None,0,
ORD5283,DC5,50488,Ground,Priority Overnight,190.47,First Communion,1,
ORD5284,DC2,63526,Ground,Ground,138.6,Gender Reveal,0,
ORD5285,DC1,10746,Ground,Ground,186.48,Bridal Shower,1,
ORD5286,DC5,23645,Ground,Priority Overnight,43.29,Wedding,0,
ORD5287,DC2,95155,Ground,Priority Overnight,223.67,Graduation,0,
ORD5288,DC1,89180,Air,Ground,206.29,Bridal Shower,0,
ORD5289,DC1,81089,Ground,Priority Overnight,208.71,Retirement,0,
ORD5290,DC1,65777,Air,Ground,23.45,Wedding,0,
ORD5291,DC2,59990,Ground,Standard Overnight,126.97,Bridal Shower,0,
ORD5292,DC4,14153,Air,Priority Overnight,202.16,Holiday,0,
ORD5293,DC5,79202,Air,Ground,118.55,Gender Reveal,1,
ORD5294,DC5,28371,Air,Standard Overnight,277.4,Birthday,0,
ORD5295,DC4,63818,Air,Standard Overnight,264.55,Holiday,1,
ORD5296,DC2,77822,Ground,Priority Overnight,81.41,Graduation,1,
ORD5297,DC5,71501,Ground,Priority Overnight,70.99,Wedding,1,
ORD5298,DC1,24121,Air,Priority Overnight,298.78,Graduation,0,
ORD5299,DC2,38702,Air,Priority Overnight,208.49,Wedding,1,
ORD5300,DC2,97401,Ground,Ground,59.24,Gender Reveal,1,
ORD5301,DC4,88497,Air,Ground,280.32,Graduation,0,
ORD5302,DC6,75401,Air,Priority Overnight,261.58,Wedding,0,
ORD5303,DC5,79001,Ground,Ground,207.09,Birthday,1,
ORD5304,DC6,21242,Ground,Standard Overnight,18.73,Birthday,1,
ORD5305,DC5,06618,Ground,Standard Overnight,258.48,Gender Reveal,1,
ORD5306,DC4,37244,Air,Standard Overnight,25.08,Holiday,0,
ORD5307,DC6,65674,Air,Priority Overnight,67.72,Birthday,1,
ORD5308,DC3,83608,Ground,Ground,251.57,Holiday,0,
ORD5309,DC4,85763,Ground,Priority Overnight,98.58,Holiday,0,
ORD5310,DC3,33414,Ground,Priority Overnight,293.64,Holiday,0,
ORD5311,DC4,69959,Air,Standard Overnight,73.22,Retirement,1,
ORD5312,DC6,86125,Ground,Ground,224.97,Retirement,1,
ORD5313,DC6,09959,Ground,Ground,237.02,Gender Reveal,0,
ORD5314,DC5,99201,Air,Priority Overnight,35.32,None,1,
ORD5315,DC6,44762,Ground,Standard Overnight,86.85,Birthday,1,
ORD5316,DC1,34950,Air,Ground,66.92,Birthday,0,
ORD5317,DC2,32656,Air,Standard Overnight,269.64,Holiday,0,
ORD5318,DC5,28951,Air,Standard Overnight,62.58,Gender Reveal,1,
ORD5319,DC1,14674,Ground,Priority Overnight,163.24,Wedding,1,
ORD5320,DC3,07361,Ground,Standard Overnight,235.19,Retirement,0,
ORD5321,DC4,52636,Air,Standard Overnight,123.41,Holiday,0,
ORD5322,DC2,26107,Ground,Priority Overnight,41.83,Gender Reveal,1,
ORD5323,DC2,73307,Ground,Priority Overnight,256.07,Holiday,0,
ORD5324,DC1,39824,Ground,Standard Overnight,120.86,Graduation,1,
ORD5325,DC2,71973,Air,Priority Overnight,280.86,Bridal Shower,1,
ORD5326,DC2,44392,Air,Standard Overnight,277.02,Bridal Shower,0,
ORD5327,DC4,74359,Air,Priority Overnight,17.68,Birthday,1,
ORD5328,DC5,94410,Ground,Ground,62.02,Graduation,1,
ORD5329,DC4,16671,Ground,Priority Overnight,140.07,Bridal Shower,0,
ORD5330,DC1,62996,Air,Priority Overnight,41.15,None,1,
ORD5331,DC4,65341,Air,Priority Overnight,260.76,Wedding,1,
ORD5332,DC3,88803,Ground,Priority Overnight,76.07,Gender Reveal,1,
ORD5333,DC3,02300,Air,Standard Overnight,222.27,Gender Reveal,1,
ORD5334,DC2,27623,Air,Priority Overnight,17.88,Retirement,1,
ORD5335,DC5,20180,Air,Standard Overnight,82.9,Gender Reveal,1,
ORD5336,DC4,23326,Air,Standard Overnight,214.33,Retirement,0,
ORD5337,DC4,40231,Ground,Ground,146.46,Wedding,0,
ORD5338,DC6,35270,Air,Ground,78.29,Wedding,1,
ORD5339,DC3,82612,Ground,Ground,184.11,Graduation,1,
ORD5340,DC3,64417,Ground,Ground,248.06,First Communion,0,
ORD5341,DC4,04024,Air,Priority Overnight,79.51,Birthday,0,
ORD5342,DC2,40934,Air,Priority Overnight,74.11,Retirement,1,
ORD5343,DC2,64519,Ground,Priority Overnight,127.18,Gender Reveal,0,
ORD5344,DC2,70316,Ground,Priority Overnight,146.16,Bridal Shower,0,
ORD5345,DC5,34297,Air,Priority Overnight,163.58,Retirement,1,
ORD5346,DC6,57984,Air,Standard Overnight,236.16,Retirement,1,
ORD5347,DC3,81918,Ground,Priority Overnight,127.9,Wedding,0,
ORD5348,DC5,38599,Air,Standard Overnight,152.3,Bridal Shower,1,
ORD5349,DC4,95187,Air,Priority Overnight,210.3,None,0,
ORD5350,DC4,34563,Ground,Standard Overnight,297.36,Bridal Shower,1,
ORD5351,DC3,29515,Ground,Ground,250.86,Wedding,0,
ORD5352,DC2,46559,Air,Ground,184.15,Bridal Shower,1,
ORD5353,DC5,74090,Air,Priority Overnight,294.98,Graduation,1,
ORD5354,DC1,43477,Air,Standard Overnight,282.04,First Communion,1,
ORD5355,DC2,80139,Ground,Standard Overnight,267.79,Wedding,1,
ORD5356,DC1,68692,Ground,Standard Overnight,226.37,Wedding,1,
ORD5357,DC2,29557,Air,Ground,76.26,Retirement,1,
ORD5358,DC1,22600,Air,Priority Overnight,79.49,First Communion,1,
ORD5359,DC5,52735,Air,Standard Overnight,134.58,Holiday,1,
ORD5360,DC6,17974,Air,Priority Overnight,199.33,Bridal Shower,0,
ORD5361,DC6,45478,Ground,Standard Overnight,49.17,Wedding,0,
ORD5362,DC4,03560,Ground,Standard Overnight,171.49,Birthday,0,
ORD5363,DC4,68206,Air,Ground,152.38,None,0,
ORD5364,DC6,26763,Ground,Priority Overnight,111.82,Holiday,0,
ORD5365,DC1,61387,Air,Priority Overnight,66.87,Graduation,0,
ORD5366,DC2,01515,Air,Standard Overnight,201.06,First Communion,1,
ORD5367,DC4,85931,Ground,Standard Overnight,40.93,Bridal Shower,0,
ORD5368,DC4,11553,Air,Standard Overnight,139.9,First Communion,1,
ORD5369,DC2,80780,Air,Standard Overnight,158.67,First Communion,0,
ORD5370,DC5,25430,Ground,Priority Overnight,29.92,None,0,
ORD5371,DC3,35880,Air,Standard Overnight,50.63,Bridal Shower,0,
ORD5372,DC5,00969,Air,Standard Overnight,205.43,Birthday,0,
ORD5373,DC4,43602,Air,Ground,87.68,Wedding,1,
ORD5374,DC1,64302,Air,Priority Overnight,294.95,Birthday,0,
ORD5375,DC1,15996,Air,Priority Overnight,272.8,None,1,
ORD5376,DC2,61223,Air,Standard Overnight,22.59,Bridal Shower,1,
ORD5377,DC4,92607,Ground,Ground,99.97,Bridal Shower,0,
ORD5378,DC1,55048,Ground,Ground,210.73,Birthday,1,
ORD5379,DC2,54395,Air,Ground,105.55,Birthday,0,
ORD5380,DC3,27334,Air,Standard Overnight,74.31,Bridal Shower,1,
ORD5381,DC6,55960,Ground,Standard Overnight,183.6,Graduation,0,
ORD5382,DC1,55984,Ground,Priority Overnight,99.14,First Communion,0,
ORD5383,DC2,50007,Air,Standard Overnight,105.6,Wedding,1,
ORD5384,DC5,48876,Ground,Priority Overnight,42.31,Holiday,1,
ORD5385,DC6,71597,Ground,Priority Overnight,274.12,Retirement,0,
ORD5386,DC5,16771,Air,Ground,231.55,Gender Reveal,0,
ORD5387,DC1,14546,Ground,Ground,219.53,Bridal Shower,1,
ORD5388,DC6,35009,Air,Ground,148.84,First Communion,0,
ORD5389,DC3,48304,Air,Priority Overnight,51.91,First Communion,1,
ORD5390,DC6,29631,Air,Ground,199.69,Wedding,0,
ORD5391,DC6,16294,Ground,Priority Overnight,71.45,First Communion,1,
ORD5392,DC2,13950,Ground,Ground,163.04,Retirement,1,
ORD5393,DC2,47602,Air,Priority Overnight,281.76,Graduation,1,
ORD5394,DC1,10724,Ground,Ground,186.09,Graduation,0,
ORD5395,DC6,65887,Ground,Standard Overnight,294.64,Retirement,1,
ORD5396,DC5,04446,Ground,Ground,156.94,Retirement,0,
ORD5397,DC5,79457,Air,Ground,120.43,None,1,
ORD5398,DC1,63737,Ground,Ground,91.74,Birthday,1,
ORD5399,DC2,01308,Air,Priority Overnight,144.99,Wedding,0,
ORD5400,DC2,49279,Air,Ground,148.22,Holiday,0,
ORD5401,DC4,37314,Ground,Priority Overnight,47.74,Bridal Shower,0,
ORD5402,DC4,81253,Ground,Priority Overnight,18.2,Birthday,0,
ORD5403,DC3,63748,Air,Ground,267.2,First Communion,0,
ORD5404,DC3,08940,Air,Standard Overnight,177.99,Bridal Shower,1,
ORD5405,DC4,57464,Ground,Priority Overnight,95.96,Birthday,0,
ORD5406,DC4,80846,Ground,Priority Overnight,162.98,Gender Reveal,1,
ORD5407,DC4,36369,Ground,Priority Overnight,196.64,Gender Reveal,1,
ORD5408,DC4,29272,Ground,Standard Overnight,58.06,None,1,
ORD5409,DC5,67235,Air,Ground,286.35,Bridal Shower,1,
ORD5410,DC2,78494,Ground,Standard Overnight,228.03,Gender Reveal,0,
ORD5411,DC5,80835,Air,Ground,205.3,Wedding,1,
ORD5412,DC5,79651,Air,Ground,211.98,Graduation,0,
ORD5413,DC1,61517,Ground,Priority Overnight,230.86,Retirement,0,
ORD5414,DC4,09983,Air,Ground,90.14,First Communion,1,
ORD5415,DC6,70052,Ground,Ground,173.18,Gender Reveal,0,
ORD5416,DC1,82770,Air,Ground,227.26,Graduation,1,
ORD5417,DC2,98564,Ground,Standard Overnight,222.71,Retirement,0,
ORD5418,DC6,79496,Ground,Priority Overnight,71.17,Bridal Shower,0,
ORD5419,DC4,14692,Air,Standard Overnight,273.47,Holiday,0,
ORD5420,DC6,83861,Ground,Ground,129.17,Retirement,0,
ORD5421,DC5,56393,Ground,Ground,147.92,Gender Reveal,1,
ORD5422,DC1,82840,Ground,Ground,236.7,Birthday,0,
ORD5423,DC3,05301,Ground,Standard Overnight,293.8,Birthday,0,
ORD5424,DC1,42848,Air,Standard Overnight,293.38,None,1,
ORD5425,DC5,78515,Ground,Priority Overnight,243.67,First Communion,0,
ORD5426,DC3,25004,Air,Ground,200.6,None,1,
ORD5427,DC6,38354,Air,Ground,277.38,First Communion,0,
ORD5428,DC3,94117,Ground,Priority Overnight,150.88,None,1,
ORD5429,DC1,49422,Ground,Standard Overnight,277.1,Wedding,1,
ORD5430,DC6,89859,Ground,Priority Overnight,146.79,Holiday,0,
ORD5431,DC1,37609,Ground,Standard Overnight,236.76,Gender Reveal,1,
ORD5432,DC3,39274,Ground,Standard Overnight,188.2,Wedding,0,
ORD5433,DC3,85141,Ground,Ground,139.28,Retirement,0,
ORD5434,DC4,88061,Air,Priority Overnight,238.84,Bridal Shower,0,
ORD5435,DC2,42984,Ground,Standard Overnight,169.41,Holiday,0,
ORD5436,DC2,38669,Ground,Ground,96.49,Holiday,1,
ORD5437,DC2,32070,Air,Priority Overnight,84.4,None,1,
ORD5438,DC3,37104,Air,Ground,38.84,Bridal Shower,1,
ORD5439,DC5,52093,Ground,Priority Overnight,17.96,Birthday,1,
ORD5440,DC2,19898,Air,Priority Overnight,246.23,Wedding,0,
ORD5441,DC2,91260,Air,Priority Overnight,292.49,Wedding,1,
ORD5442,DC4,34307,Air,Standard Overnight,113.66,First Communion,0,
ORD5443,DC3,14297,Ground,Standard Overnight,167.07,None,1,
ORD5444,DC1,63582,Air,Standard Overnight,78.47,None,1,
ORD5445,DC3,10439,Air,Standard Overnight,166.4,Retirement,0,
ORD5446,DC2,13044,Air,Priority Overnight,263.38,None,0,
ORD5447,DC1,77851,Air,Standard Overnight,56.05,Gender Reveal,1,
ORD5448,DC5,98408,Ground,Ground,14.88,Wedding,1,
ORD5449,DC2,23518,Air,Priority Overnight,249.96,Birthday,1,
ORD5450,DC4,76611,Ground,Standard Overnight,161.66,Gender Reveal,0,
ORD5451,DC5,72070,Ground,Standard Overnight,182.36,Bridal Shower,1,
ORD5452,DC4,18919,Ground,Priority Overnight,33.88,Wedding,1,
ORD5453,DC2,07838,Ground,Standard Overnight,170.59,Birthday,0,
ORD5454,DC3,10083,Air,Ground,255.13,Gender Reveal,1,
ORD5455,DC1,83114,Air,Priority Overnight,111.61,Birthday,0,
ORD5456,DC6,14137,Ground,Standard Overnight,91.71,Holiday,0,
ORD5457,DC1,70415,Air,Ground,111.68,Holiday,0,
ORD5458,DC2,06887,Air,Standard Overnight,201.61,Bridal Shower,0,
ORD5459,DC3,67175,Ground,Standard Overnight,159.95,Birthday,0,
ORD5460,DC1,02704,Ground,Priority Overnight,270.95,Gender Reveal,0,
ORD5461,DC2,92961,Ground,Priority Overnight,245.37,Graduation,1,
ORD5462,DC6,44309,Ground,Ground,18.59,Wedding,1,
ORD5463,DC4,50326,Air,Standard Overnight,161.91,None,0,
ORD5464,DC5,01249,Ground,Priority Overnight,222.86,Gender Reveal,0,
ORD5465,DC2,34261,Air,Ground,212.4,None,1,
ORD5466,DC6,62028,Air,Standard Overnight,233.58,Holiday,0,
ORD5467,DC1,12337,Air,Standard Overnight,133.49,Gender Reveal,0,
ORD5468,DC6,26605,Air,Ground,179.37,Graduation,0,
ORD5469,DC4,92280,Air,Standard Overnight,190.35,None,1,
ORD5470,DC6,64776,Air,Ground,37.23,Graduation,1,
ORD5471,DC1,30033,Ground,Ground,14.38,None,0,
ORD5472,DC2,95338,Ground,Priority Overnight,64.34,Retirement,0,
ORD5473,DC4,16639,Ground,Priority Overnight,61.12,Graduation,0,
ORD5474,DC3,98076,Ground,Standard Overnight,35.02,Holiday,0,
ORD5475,DC1,01992,Ground,Ground,42.58,Graduation,0,
ORD5476,DC5,53006,Ground,Priority Overnight,253.85,Holiday,1,
ORD5477,DC6,42880,Ground,Priority Overnight,21.79,Birthday,1,
ORD5478,DC5,75908,Air,Standard Overnight,49.62,Holiday,0,
ORD5479,DC2,10918,Air,Ground,276.36,Retirement,0,
ORD5480,DC5,99296,Ground,Priority Overnight,247.48,Holiday,1,
ORD5481,DC2,55092,Ground,Ground,285.39,Graduation,0,
ORD5482,DC6,67941,Ground,Standard Overnight,155.84,Holiday,1,
ORD5483,DC6,23905,Air,Ground,202.83,Gender Reveal,1,
ORD5484,DC6,03170,Ground,Priority Overnight,67.28,Graduation,1,
ORD5485,DC5,12830,Ground,Priority Overnight,156.11,None,1,
ORD5486,DC5,85984,Ground,Priority Overnight,216.23,Bridal Shower,1,
ORD5487,DC6,14532,Ground,Ground,66.08,Retirement,1,
ORD5488,DC6,80337,Air,Ground,228.78,Holiday,1,
ORD5489,DC4,95559,Air,Priority Overnight,112.82,Wedding,0,
ORD5490,DC1,66096,Ground,Priority Overnight,90.03,Wedding,1,
ORD5491,DC6,52130,Ground,Ground,207.32,Wedding,1,
ORD5492,DC3,41779,Ground,Ground,131.19,None,1,
ORD5493,DC2,37561,Ground,Ground,85.77,Bridal Shower,0,
ORD5494,DC2,87716,Ground,Ground,121.36,First Communion,1,
ORD5495,DC1,13364,Ground,Priority Overnight,226.66,First Communion,0,
ORD5496,DC5,99724,Air,Ground,125.93,Gender Reveal,1,
ORD5497,DC1,14834,Ground,Ground,75.62,First Communion,1,
ORD5498,DC2,30078,Ground,Standard Overnight,188.47,Retirement,0,
ORD5499,DC6,11552,Ground,Priority Overnight,275.68,Wedding,0,
ORD5500,DC2,47584,Air,Priority Overnight,101.08,Wedding,1,
ORD5501,DC1,43722,Ground,Standard Overnight,120.19,Bridal Shower,1,
ORD5502,DC1,24578,Ground,Standard Overnight,20.34,Bridal Shower,1,
ORD5503,DC1,26042,Ground,Standard Overnight,13.19,First Communion,1,
ORD5504,DC1,82537,Air,Priority Overnight,40.1,Bridal Shower,1,
ORD5505,DC4,44303,Air,Standard Overnight,58.96,Graduation,1,
ORD5506,DC4,34097,Air,Standard Overnight,107.78,Birthday,1,
ORD5507,DC3,81045,Ground,Standard Overnight,32.78,Wedding,1,
ORD5508,DC3,10760,Ground,Priority Overnight,44.35,None,0,
ORD5509,DC3,29710,Air,Ground,153.46,Retirement,1,
ORD5510,DC5,16764,Air,Priority Overnight,266.93,Retirement,1,
ORD5511,DC5,26251,Air,Priority Overnight,60.42,Holiday,1,
ORD5512,DC6,50701,Ground,Priority Overnight,287.77,Bridal Shower,0,
ORD5513,DC6,01669,Ground,Ground,241.99,First Communion,1,
ORD5514,DC6,15646,Ground,Standard Overnight,30.07,Bridal Shower,1,
ORD5515,DC1,46462,Ground,Priority Overnight,127.17,Retirement,0,
ORD5516,DC5,99249,Air,Standard Overnight,155.53,Birthday,1,
ORD5517,DC3,08501,Ground,Standard Overnight,24.14,Graduation,0,
ORD5518,DC4,00959,Air,Ground,114.24,Bridal Shower,1,
ORD5519,DC5,67077,Air,Ground,90.56,Holiday,0,
