Transaction_ID,Order_ID,Carrier_ID,Route_ID,Shipping_Cost,Transaction_Date,Scheduled_Delivery_Date,Actual_Delivery_Date,Shipping_Date
TXN4280,ORD9851,C5,R5,244.02,2024-11-01,2024-11-02,2024-11-02,2024-10-30
TXN4281,ORD7594,C1,R48,186.52,2024-09-03,2024-09-07,2024-09-07,2024-09-06
TXN4282,ORD4431,C5,R126,241.76,2024-04-12,2024-04-16,2024-04-16,2024-04-13
TXN4283,ORD2916,C1,R22,90.89,2024-10-13,2024-10-15,2024-10-15,2024-10-14
TXN4284,ORD6945,C1,R88,155.89,2024-07-07,2024-07-08,2024-07-08,2024-07-06
TXN4285,ORD5887,C6,R156,134.11,2024-09-20,2024-09-23,2024-09-23,2024-09-21
TXN4286,ORD8693,C1,R279,24.7,2024-01-25,2024-01-29,2024-01-29,2024-01-27
TXN4287,ORD1345,C3,R197,202.88,2024-01-29,2024-01-31,2024-01-31,2024-01-29
TXN4288,ORD2658,C6,R274,150.23,2024-05-10,2024-05-11,2024-05-11,2024-05-08
TXN4289,ORD2448,C3,R129,105.6,2024-03-17,2024-03-21,2024-03-21,2024-03-18
TXN4290,ORD2451,C4,R112,37.66,2024-03-22,2024-03-26,2024-03-26,2024-03-24
TXN4291,ORD9071,C3,R293,76.05,2024-07-03,2024-07-07,2024-07-07,2024-07-04
TXN4292,ORD0152,C1,R37,163.5,2024-01-07,2024-01-12,2024-01-12,2024-01-09
TXN4293,ORD3508,C2,R242,232.24,2024-08-30,2024-09-03,2024-09-03,2024-09-02
TXN4294,ORD0655,C5,R269,48.43,2024-07-13,2024-07-16,2024-07-16,2024-07-15
TXN4295,ORD5767,C1,R242,201.43,2024-06-29,2024-07-01,2024-07-01,2024-06-28
TXN4296,ORD5649,C2,R284,57.48,2024-07-05,2024-07-06,2024-07-06,2024-07-05
TXN4297,ORD0369,C1,R38,44.04,2024-11-14,2024-11-19,2024-11-19,2024-11-18
TXN4298,ORD3647,C4,R7,298.42,2024-04-26,2024-04-30,2024-04-30,2024-04-27
TXN4299,ORD1568,C5,R252,76.86,2024-06-02,2024-06-06,2024-06-06,2024-06-04
TXN4300,ORD4854,C5,R236,121.86,2024-05-01,2024-05-05,2024-05-05,2024-05-03
TXN4301,ORD3620,C3,R1,266.52,2024-07-03,2024-07-04,2024-07-04,2024-07-01
TXN4302,ORD7866,C2,R298,68.68,2024-01-17,2024-01-19,2024-01-19,2024-01-16
TXN4303,ORD9872,C5,R35,217.14,2024-07-11,2024-07-16,2024-07-16,2024-07-15
TXN4304,ORD3764,C1,R224,124.01,2024-08-19,2024-08-20,2024-08-20,2024-08-17
TXN4305,ORD0667,C4,R209,105.76,2024-09-16,2024-09-21,2024-09-21,2024-09-18
TXN4306,ORD9998,C1,R180,298.79,2024-11-11,2024-11-16,2024-11-16,2024-11-13
TXN4307,ORD0210,C2,R278,45.37,2024-02-07,2024-02-12,2024-02-12,2024-02-09
TXN4308,ORD1963,C1,R267,269.51,2024-08-03,2024-08-06,2024-08-06,2024-08-05
TXN4309,ORD0847,C2,R266,109.43,2024-11-11,2024-11-15,2024-11-15,2024-11-12
TXN4310,ORD6062,C3,R64,118.73,2024-01-02,2024-01-04,2024-01-04,2024-01-03
TXN4311,ORD0326,C5,R108,36.47,2024-05-22,2024-05-26,2024-05-26,2024-05-25
TXN4312,ORD8147,C2,R290,74.0,2024-07-20,2024-07-23,2024-07-23,2024-07-22
TXN4313,ORD1649,C5,R181,71.36,2024-07-06,2024-07-10,2024-07-10,2024-07-07
TXN4314,ORD2899,C6,R255,260.56,2024-11-02,2024-11-04,2024-11-04,2024-11-01
TXN4315,ORD1681,C1,R260,193.93,2024-11-19,2024-11-23,2024-11-23,2024-11-22
TXN4316,ORD3249,C2,R266,266.8,2024-10-12,2024-10-16,2024-10-16,2024-10-14
TXN4317,ORD1072,C2,R154,136.64,2024-03-06,2024-03-11,2024-03-11,2024-03-10
TXN4318,ORD0194,C3,R150,33.36,2024-10-17,2024-10-21,2024-10-21,2024-10-18
TXN4319,ORD4171,C3,R170,231.45,2024-09-10,2024-09-13,2024-09-13,2024-09-10
TXN4320,ORD1694,C6,R262,44.91,2024-08-10,2024-08-11,2024-08-11,2024-08-08
TXN4321,ORD3331,C1,R127,101.03,2024-11-04,2024-11-09,2024-11-09,2024-11-07
TXN4322,ORD9026,C2,R101,100.75,2024-09-22,2024-09-24,2024-09-24,2024-09-22
TXN4323,ORD0711,C5,R241,201.44,2024-04-17,2024-04-21,2024-04-21,2024-04-18
TXN4324,ORD7556,C4,R25,42.96,2024-03-29,2024-04-01,2024-04-01,2024-03-31
TXN4325,ORD2230,C3,R224,51.75,2024-05-23,2024-05-27,2024-05-27,2024-05-26
TXN4326,ORD1612,C3,R296,175.05,2024-02-01,2024-02-05,2024-02-05,2024-02-03
TXN4327,ORD9670,C5,R285,299.8,2024-11-03,2024-11-04,2024-11-04,2024-11-02
TXN4328,ORD8708,C1,R58,57.87,2024-04-06,2024-04-08,2024-04-08,2024-04-07
TXN4329,ORD1689,C2,R212,160.22,2024-02-20,2024-02-22,2024-02-22,2024-02-20
TXN4330,ORD0008,C2,R193,98.72,2024-04-12,2024-04-14,2024-04-14,2024-04-12
TXN4331,ORD3724,C4,R71,237.52,2024-05-23,2024-05-26,2024-05-26,2024-05-23
TXN4332,ORD7523,C5,R119,176.83,2024-10-18,2024-10-19,2024-10-19,2024-10-16
TXN4333,ORD4486,C1,R132,282.38,2024-04-10,2024-04-15,2024-04-15,2024-04-14
TXN4334,ORD9189,C4,R104,260.84,2024-05-02,2024-05-05,2024-05-05,2024-05-03
TXN4335,ORD5539,C3,R184,86.96,2024-02-09,2024-02-10,2024-02-10,2024-02-07
TXN4336,ORD3961,C2,R171,21.72,2024-02-21,2024-02-23,2024-02-23,2024-02-20
TXN4337,ORD5587,C1,R204,264.97,2024-11-01,2024-11-03,2024-11-03,2024-10-31
TXN4338,ORD5123,C2,R256,128.54,2024-03-06,2024-03-07,2024-03-07,2024-03-06
TXN4339,ORD7050,C6,R86,112.44,2024-07-21,2024-07-22,2024-07-22,2024-07-19
TXN4340,ORD4649,C4,R271,269.8,2024-04-27,2024-04-30,2024-04-30,2024-04-29
TXN4341,ORD3688,C1,R293,28.28,2024-07-23,2024-07-26,2024-07-26,2024-07-25
TXN4342,ORD7890,C3,R206,148.65,2024-06-27,2024-06-28,2024-06-28,2024-06-25
TXN4343,ORD7071,C6,R231,164.66,2024-11-01,2024-11-05,2024-11-05,2024-11-03
TXN4344,ORD5244,C3,R267,211.86,2024-10-27,2024-10-31,2024-10-31,2024-10-30
TXN4345,ORD9162,C5,R86,76.59,2024-01-29,2024-02-03,2024-02-03,2024-02-02
TXN4346,ORD5731,C3,R2,160.53,2024-06-25,2024-06-26,2024-06-26,2024-06-23
TXN4347,ORD6451,C5,R73,103.12,2024-10-11,2024-10-16,2024-10-16,2024-10-14
TXN4348,ORD1582,C6,R200,285.33,2024-07-28,2024-07-30,2024-07-30,2024-07-29
TXN4349,ORD3961,C4,R230,216.64,2024-10-28,2024-11-02,2024-11-02,2024-10-31
TXN4350,ORD7422,C5,R27,139.52,2024-01-06,2024-01-07,2024-01-07,2024-01-04
TXN4351,ORD7468,C6,R141,16.33,2024-08-30,2024-09-01,2024-09-01,2024-08-30
TXN4352,ORD9739,C3,R225,173.96,2024-02-25,2024-02-29,2024-02-29,2024-02-28
TXN4353,ORD5534,C4,R19,119.18,2024-05-06,2024-05-10,2024-05-10,2024-05-08
TXN4354,ORD9638,C5,R216,284.79,2024-05-31,2024-06-05,2024-06-05,2024-06-02
TXN4355,ORD9236,C2,R245,112.33,2024-09-06,2024-09-11,2024-09-11,2024-09-10
TXN4356,ORD6319,C6,R51,39.53,2024-09-07,2024-09-09,2024-09-09,2024-09-07
TXN4357,ORD8800,C1,R244,214.65,2024-10-12,2024-10-15,2024-10-15,2024-10-12
TXN4358,ORD8491,C3,R23,116.78,2024-03-20,2024-03-21,2024-03-21,2024-03-20
TXN4359,ORD8593,C5,R298,239.42,2024-03-03,2024-03-06,2024-03-06,2024-03-03
TXN4360,ORD9951,C4,R243,271.66,2024-06-18,2024-06-23,2024-06-23,2024-06-20
TXN4361,ORD6989,C3,R161,165.84,2024-04-30,2024-05-04,2024-05-04,2024-05-01
TXN4362,ORD7987,C4,R74,130.41,2024-07-09,2024-07-14,2024-07-14,2024-07-11
TXN4363,ORD5634,C5,R161,86.06,2024-11-19,2024-11-23,2024-11-23,2024-11-20
TXN4364,ORD2317,C6,R217,244.07,2024-09-27,2024-10-02,2024-10-02,2024-09-29
TXN4365,ORD0760,C3,R95,189.86,2024-08-02,2024-08-06,2024-08-06,2024-08-05
TXN4366,ORD3230,C4,R222,134.84,2024-06-06,2024-06-07,2024-06-07,2024-06-06
TXN4367,ORD5521,C1,R263,171.99,2024-06-29,2024-07-03,2024-07-03,2024-07-02
TXN4368,ORD0508,C5,R72,94.38,2024-03-04,2024-03-07,2024-03-07,2024-03-05
TXN4369,ORD6604,C3,R14,182.45,2024-07-14,2024-07-16,2024-07-16,2024-07-14
TXN4370,ORD4612,C3,R287,97.25,2024-09-10,2024-09-13,2024-09-13,2024-09-10
TXN4371,ORD2033,C1,R48,149.85,2024-07-15,2024-07-18,2024-07-18,2024-07-17
TXN4372,ORD2437,C4,R176,16.78,2024-06-17,2024-06-20,2024-06-20,2024-06-18
TXN4373,ORD6016,C5,R111,56.8,2024-05-17,2024-05-19,2024-05-19,2024-05-17
TXN4374,ORD0684,C4,R176,42.38,2024-03-04,2024-03-09,2024-03-09,2024-03-07
TXN4375,ORD9173,C1,R29,157.39,2024-06-17,2024-06-21,2024-06-21,2024-06-19
TXN4376,ORD2783,C6,R77,163.65,2024-06-28,2024-07-03,2024-07-03,2024-07-01
TXN4377,ORD6248,C2,R190,40.12,2024-02-19,2024-02-24,2024-02-24,2024-02-23
TXN4378,ORD1661,C3,R174,139.93,2024-01-14,2024-01-17,2024-01-17,2024-01-15
TXN4379,ORD8814,C4,R246,196.4,2024-04-27,2024-05-01,2024-05-01,2024-04-28
TXN4380,ORD4573,C3,R232,112.02,2024-06-07,2024-06-12,2024-06-12,2024-06-10
TXN4381,ORD0643,C6,R185,94.54,2024-02-16,2024-02-21,2024-02-21,2024-02-19
TXN4382,ORD4632,C2,R161,57.16,2024-11-19,2024-11-24,2024-11-24,2024-11-21
TXN4383,ORD0984,C1,R167,112.33,2024-02-17,2024-02-19,2024-02-19,2024-02-17
TXN4384,ORD1102,C1,R108,243.99,2024-07-14,2024-07-18,2024-07-18,2024-07-16
TXN4385,ORD7844,C4,R240,91.94,2024-08-26,2024-08-27,2024-08-27,2024-08-25
TXN4386,ORD9957,C5,R56,277.83,2024-11-07,2024-11-09,2024-11-09,2024-11-06
TXN4387,ORD2132,C6,R206,260.03,2024-08-30,2024-09-02,2024-09-02,2024-08-30
TXN4388,ORD3345,C6,R177,168.59,2024-07-21,2024-07-24,2024-07-24,2024-07-21
TXN4389,ORD0724,C2,R37,184.96,2024-11-12,2024-11-15,2024-11-15,2024-11-12
TXN4390,ORD4184,C2,R72,49.01,2024-06-13,2024-06-14,2024-06-14,2024-06-13
TXN4391,ORD1557,C6,R252,25.35,2024-05-27,2024-05-31,2024-05-31,2024-05-29
TXN4392,ORD5770,C4,R227,20.48,2024-01-14,2024-01-18,2024-01-18,2024-01-16
TXN4393,ORD0473,C5,R296,144.51,2024-08-20,2024-08-25,2024-08-25,2024-08-24
TXN4394,ORD6973,C1,R58,61.57,2024-11-02,2024-11-06,2024-11-06,2024-11-05
TXN4395,ORD8484,C5,R239,204.25,2024-02-19,2024-02-21,2024-02-21,2024-02-19
TXN4396,ORD1774,C1,R21,74.43,2024-10-05,2024-10-08,2024-10-08,2024-10-06
TXN4397,ORD4233,C1,R40,119.27,2024-06-24,2024-06-28,2024-06-28,2024-06-25
TXN4398,ORD6180,C3,R98,228.66,2024-05-03,2024-05-06,2024-05-06,2024-05-03
TXN4399,ORD9897,C3,R219,180.49,2024-08-05,2024-08-08,2024-08-08,2024-08-06
TXN4400,ORD7231,C6,R288,52.6,2024-09-17,2024-09-20,2024-09-20,2024-09-19
TXN4401,ORD1533,C2,R256,47.45,2024-02-07,2024-02-09,2024-02-09,2024-02-08
TXN4402,ORD2778,C2,R198,151.67,2024-08-22,2024-08-24,2024-08-24,2024-08-23
TXN4403,ORD6207,C6,R56,98.35,2024-07-01,2024-07-02,2024-07-02,2024-07-01
TXN4404,ORD3263,C6,R297,285.31,2024-11-02,2024-11-04,2024-11-04,2024-11-02
TXN4405,ORD3986,C4,R48,14.13,2024-05-11,2024-05-16,2024-05-16,2024-05-14
TXN4406,ORD9844,C2,R1,218.89,2024-07-02,2024-07-04,2024-07-04,2024-07-02
TXN4407,ORD4496,C1,R192,154.16,2024-04-02,2024-04-03,2024-04-03,2024-04-01
TXN4408,ORD4928,C2,R87,36.48,2024-09-06,2024-09-09,2024-09-09,2024-09-06
TXN4409,ORD7999,C1,R219,232.72,2024-07-03,2024-07-06,2024-07-06,2024-07-03
TXN4410,ORD9783,C6,R139,261.19,2024-02-04,2024-02-08,2024-02-08,2024-02-07
TXN4411,ORD3168,C2,R221,196.39,2024-08-15,2024-08-18,2024-08-18,2024-08-15
TXN4412,ORD0861,C6,R94,83.73,2024-02-03,2024-02-06,2024-02-06,2024-02-05
TXN4413,ORD8365,C2,R60,98.12,2024-01-29,2024-02-01,2024-02-01,2024-01-30
TXN4414,ORD1148,C3,R249,137.6,2024-11-20,2024-11-24,2024-11-24,2024-11-23
TXN4415,ORD5050,C1,R154,268.67,2024-03-03,2024-03-04,2024-03-04,2024-03-03
TXN4416,ORD8581,C5,R146,33.57,2024-06-25,2024-06-30,2024-06-30,2024-06-28
TXN4417,ORD8570,C3,R159,161.27,2024-11-17,2024-11-22,2024-11-22,2024-11-20
TXN4418,ORD7374,C1,R218,244.66,2024-03-09,2024-03-11,2024-03-11,2024-03-10
TXN4419,ORD5216,C5,R278,91.79,2024-07-01,2024-07-05,2024-07-05,2024-07-04
TXN4420,ORD1018,C3,R12,287.73,2024-04-10,2024-04-14,2024-04-14,2024-04-11
TXN4421,ORD4408,C1,R255,197.16,2024-11-17,2024-11-18,2024-11-18,2024-11-16
TXN4422,ORD4937,C4,R155,41.84,2024-03-21,2024-03-23,2024-03-23,2024-03-21
TXN4423,ORD0210,C6,R239,20.14,2024-08-11,2024-08-16,2024-08-16,2024-08-15
TXN4424,ORD2965,C6,R155,224.99,2024-10-23,2024-10-27,2024-10-27,2024-10-24
TXN4425,ORD8639,C6,R222,144.75,2024-04-14,2024-04-15,2024-04-15,2024-04-12
TXN4426,ORD6630,C5,R28,203.75,2024-05-14,2024-05-19,2024-05-19,2024-05-17
TXN4427,ORD8430,C1,R6,150.21,2024-03-10,2024-03-15,2024-03-15,2024-03-14
TXN4428,ORD9856,C6,R81,151.14,2024-10-11,2024-10-14,2024-10-14,2024-10-12
TXN4429,ORD5594,C3,R201,297.14,2024-07-02,2024-07-04,2024-07-04,2024-07-03
TXN4430,ORD4067,C5,R296,158.27,2024-01-30,2024-01-31,2024-01-31,2024-01-28
TXN4431,ORD0036,C3,R64,239.64,2024-01-15,2024-01-19,2024-01-19,2024-01-16
TXN4432,ORD7719,C2,R13,42.47,2024-01-13,2024-01-17,2024-01-17,2024-01-15
TXN4433,ORD8520,C5,R44,151.93,2024-06-02,2024-06-07,2024-06-07,2024-06-06
TXN4434,ORD4961,C3,R18,231.02,2024-10-26,2024-10-30,2024-10-30,2024-10-29
TXN4435,ORD3664,C2,R100,202.77,2024-02-19,2024-02-23,2024-02-23,2024-02-20
TXN4436,ORD3909,C5,R41,11.34,2024-06-16,2024-06-17,2024-06-17,2024-06-16
TXN4437,ORD1978,C4,R141,287.24,2024-02-09,2024-02-13,2024-02-13,2024-02-12
TXN4438,ORD0236,C2,R98,128.13,2024-05-10,2024-05-13,2024-05-13,2024-05-11
TXN4439,ORD5892,C4,R228,55.89,2024-05-03,2024-05-08,2024-05-08,2024-05-06
TXN4440,ORD2891,C3,R189,257.84,2024-03-07,2024-03-09,2024-03-09,2024-03-06
TXN4441,ORD4015,C6,R53,74.76,2024-11-07,2024-11-09,2024-11-09,2024-11-08
TXN4442,ORD2846,C1,R219,269.04,2024-05-15,2024-05-16,2024-05-16,2024-05-15
TXN4443,ORD9592,C3,R109,145.69,2024-08-21,2024-08-25,2024-08-25,2024-08-22
TXN4444,ORD3758,C3,R123,261.22,2024-10-29,2024-10-31,2024-10-31,2024-10-28
TXN4445,ORD7836,C3,R253,77.47,2024-03-02,2024-03-05,2024-03-05,2024-03-04
TXN4446,ORD0979,C4,R125,202.58,2024-06-16,2024-06-20,2024-06-20,2024-06-19
TXN4447,ORD6097,C1,R25,108.2,2024-06-03,2024-06-05,2024-06-05,2024-06-03
TXN4448,ORD4249,C4,R58,239.01,2024-08-06,2024-08-08,2024-08-08,2024-08-05
TXN4449,ORD7487,C6,R141,299.17,2024-06-23,2024-06-25,2024-06-25,2024-06-23
TXN4450,ORD0518,C5,R9,49.93,2024-07-08,2024-07-09,2024-07-09,2024-07-08
TXN4451,ORD3471,C6,R94,46.3,2024-06-08,2024-06-09,2024-06-09,2024-06-08
TXN4452,ORD8527,C6,R81,53.53,2024-04-24,2024-04-29,2024-04-29,2024-04-26
TXN4453,ORD0485,C1,R148,62.01,2024-11-04,2024-11-05,2024-11-05,2024-11-03
TXN4454,ORD1574,C2,R104,259.05,2024-07-04,2024-07-08,2024-07-08,2024-07-05
TXN4455,ORD9502,C5,R33,131.95,2024-08-18,2024-08-20,2024-08-20,2024-08-18
TXN4456,ORD9266,C6,R24,207.0,2024-10-12,2024-10-15,2024-10-15,2024-10-14
TXN4457,ORD6725,C2,R12,42.42,2024-01-04,2024-01-07,2024-01-07,2024-01-04
TXN4458,ORD5008,C1,R131,187.96,2024-10-23,2024-10-28,2024-10-28,2024-10-25
TXN4459,ORD2018,C1,R10,14.34,2024-10-17,2024-10-19,2024-10-19,2024-10-18
TXN4460,ORD3802,C4,R119,173.5,2024-09-05,2024-09-07,2024-09-07,2024-09-05
TXN4461,ORD1989,C4,R67,68.02,2024-08-18,2024-08-19,2024-08-19,2024-08-17
TXN4462,ORD2229,C5,R132,256.18,2024-10-29,2024-11-03,2024-11-03,2024-11-01
TXN4463,ORD1916,C1,R270,216.69,2024-05-01,2024-05-03,2024-05-03,2024-05-01
TXN4464,ORD9138,C2,R102,205.31,2024-01-07,2024-01-12,2024-01-12,2024-01-10
TXN4465,ORD1997,C3,R99,255.43,2024-04-14,2024-04-18,2024-04-18,2024-04-15
TXN4466,ORD3925,C1,R230,115.96,2024-10-06,2024-10-08,2024-10-08,2024-10-07
TXN4467,ORD2080,C6,R299,279.15,2024-06-26,2024-06-30,2024-06-30,2024-06-28
TXN4468,ORD2637,C2,R32,172.33,2024-11-14,2024-11-15,2024-11-15,2024-11-12
TXN4469,ORD0993,C3,R161,296.78,2024-01-14,2024-01-17,2024-01-17,2024-01-15
TXN4470,ORD1314,C3,R106,201.19,2024-05-09,2024-05-14,2024-05-14,2024-05-12
TXN4471,ORD2885,C4,R226,192.7,2024-05-06,2024-05-11,2024-05-11,2024-05-08
TXN4472,ORD8767,C6,R47,54.64,2024-03-24,2024-03-28,2024-03-28,2024-03-26
TXN4473,ORD6802,C4,R74,194.22,2024-02-13,2024-02-17,2024-02-17,2024-02-16
TXN4474,ORD4573,C5,R201,136.78,2024-11-10,2024-11-15,2024-11-15,2024-11-12
TXN4475,ORD6724,C5,R216,81.51,2024-02-11,2024-02-12,2024-02-12,2024-02-09
TXN4476,ORD7379,C6,R157,239.02,2024-07-20,2024-07-22,2024-07-22,2024-07-19
TXN4477,ORD7562,C6,R244,281.34,2024-05-19,2024-05-24,2024-05-24,2024-05-21
TXN4478,ORD8440,C3,R61,72.91,2024-05-05,2024-05-10,2024-05-10,2024-05-09
TXN4479,ORD7738,C1,R180,58.64,2024-08-21,2024-08-26,2024-08-26,2024-08-25
TXN4480,ORD7344,C2,R61,62.16,2024-11-07,2024-11-11,2024-11-11,2024-11-09
TXN4481,ORD4883,C4,R166,225.41,2024-06-05,2024-06-09,2024-06-09,2024-06-07
TXN4482,ORD1621,C5,R30,251.62,2024-03-01,2024-03-06,2024-03-06,2024-03-05
TXN4483,ORD6178,C2,R248,189.94,2024-05-31,2024-06-05,2024-06-05,2024-06-03
TXN4484,ORD6047,C6,R13,215.58,2024-10-21,2024-10-24,2024-10-24,2024-10-21
TXN4485,ORD9677,C1,R97,235.96,2024-06-20,2024-06-25,2024-06-25,2024-06-22
TXN4486,ORD7987,C5,R7,140.75,2024-06-16,2024-06-18,2024-06-18,2024-06-16
TXN4487,ORD5026,C5,R236,27.82,2024-10-11,2024-10-15,2024-10-15,2024-10-13
TXN4488,ORD6233,C4,R166,130.3,2024-03-24,2024-03-28,2024-03-28,2024-03-27
TXN4489,ORD8177,C6,R50,294.22,2024-02-12,2024-02-15,2024-02-15,2024-02-13
TXN4490,ORD2382,C5,R293,286.31,2024-04-17,2024-04-18,2024-04-18,2024-04-16
TXN4491,ORD4662,C2,R218,26.22,2024-07-26,2024-07-28,2024-07-28,2024-07-25
TXN4492,ORD1086,C3,R101,179.61,2024-02-06,2024-02-10,2024-02-10,2024-02-09
TXN4493,ORD9666,C3,R290,71.64,2024-03-18,2024-03-19,2024-03-19,2024-03-16
TXN4494,ORD6991,C6,R109,274.93,2024-06-17,2024-06-21,2024-06-21,2024-06-19
TXN4495,ORD2482,C3,R9,298.76,2024-09-19,2024-09-23,2024-09-23,2024-09-22
TXN4496,ORD2091,C5,R98,240.3,2024-11-01,2024-11-06,2024-11-06,2024-11-03
TXN4497,ORD8156,C4,R252,19.64,2024-10-18,2024-10-23,2024-10-23,2024-10-22
TXN4498,ORD6011,C5,R192,296.33,2024-11-15,2024-11-18,2024-11-18,2024-11-16
TXN4499,ORD1713,C6,R169,244.6,2024-08-30,2024-09-04,2024-09-04,2024-09-02
TXN4500,ORD1568,C1,R178,94.11,2024-10-06,2024-10-11,2024-10-11,2024-10-08
TXN4501,ORD6365,C3,R55,244.65,2024-08-15,2024-08-17,2024-08-17,2024-08-16
TXN4502,ORD3641,C5,R160,49.53,2024-11-13,2024-11-17,2024-11-17,2024-11-14
TXN4503,ORD5198,C2,R17,96.13,2024-03-05,2024-03-06,2024-03-06,2024-03-03
TXN4504,ORD6965,C5,R154,79.61,2024-07-26,2024-07-29,2024-07-29,2024-07-28
TXN4505,ORD2332,C3,R289,226.19,2024-07-03,2024-07-04,2024-07-04,2024-07-03
TXN4506,ORD1088,C6,R248,245.76,2024-06-14,2024-06-17,2024-06-17,2024-06-14
TXN4507,ORD0809,C5,R264,48.25,2024-05-05,2024-05-09,2024-05-09,2024-05-07
TXN4508,ORD0608,C3,R162,95.37,2024-11-17,2024-11-19,2024-11-19,2024-11-17
TXN4509,ORD3231,C1,R152,215.53,2024-06-18,2024-06-19,2024-06-19,2024-06-17
TXN4510,ORD0269,C4,R141,111.13,2024-09-14,2024-09-17,2024-09-17,2024-09-16
TXN4511,ORD1544,C4,R62,85.88,2024-11-15,2024-11-17,2024-11-17,2024-11-15
TXN4512,ORD9926,C5,R7,217.77,2024-01-03,2024-01-05,2024-01-05,2024-01-03
TXN4513,ORD7771,C6,R227,210.9,2024-02-01,2024-02-05,2024-02-05,2024-02-03
TXN4514,ORD7029,C5,R37,109.33,2024-10-23,2024-10-27,2024-10-27,2024-10-26
TXN4515,ORD0552,C4,R51,116.1,2024-02-07,2024-02-10,2024-02-10,2024-02-08
TXN4516,ORD1636,C1,R154,122.2,2024-08-28,2024-09-01,2024-09-01,2024-08-30
TXN4517,ORD8475,C4,R215,104.49,2024-06-19,2024-06-24,2024-06-24,2024-06-21
TXN4518,ORD5860,C6,R139,194.25,2024-06-30,2024-07-01,2024-07-01,2024-06-30
TXN4519,ORD5042,C4,R131,258.82,2024-04-21,2024-04-23,2024-04-23,2024-04-20
TXN4520,ORD2259,C1,R31,227.48,2024-05-31,2024-06-03,2024-06-03,2024-05-31
TXN4521,ORD5448,C6,R86,15.7,2024-07-11,2024-07-13,2024-07-13,2024-07-10
TXN4522,ORD8413,C2,R185,276.72,2024-05-03,2024-05-05,2024-05-05,2024-05-03
TXN4523,ORD0177,C1,R228,182.79,2024-10-16,2024-10-20,2024-10-20,2024-10-18
TXN4524,ORD9935,C4,R129,290.35,2024-06-10,2024-06-14,2024-06-14,2024-06-11
TXN4525,ORD5857,C2,R171,30.17,2024-09-24,2024-09-26,2024-09-26,2024-09-25
TXN4526,ORD1237,C2,R244,45.84,2024-02-07,2024-02-08,2024-02-08,2024-02-07
TXN4527,ORD9879,C4,R30,253.93,2024-10-14,2024-10-15,2024-10-15,2024-10-12
TXN4528,ORD0088,C1,R256,223.18,2024-09-27,2024-09-30,2024-09-30,2024-09-29
TXN4529,ORD7960,C5,R142,100.79,2024-07-12,2024-07-14,2024-07-14,2024-07-12
TXN4530,ORD2087,C5,R32,64.34,2024-06-08,2024-06-13,2024-06-13,2024-06-10
TXN4531,ORD6122,C2,R233,101.28,2024-01-07,2024-01-09,2024-01-09,2024-01-08
TXN4532,ORD5304,C2,R80,197.53,2024-09-01,2024-09-02,2024-09-02,2024-09-01
TXN4533,ORD1783,C3,R228,78.87,2024-08-28,2024-09-02,2024-09-02,2024-08-31
TXN4534,ORD6243,C4,R248,42.27,2024-04-29,2024-05-02,2024-05-02,2024-04-30
TXN4535,ORD6451,C4,R197,145.07,2024-01-16,2024-01-19,2024-01-19,2024-01-18
TXN4536,ORD0598,C3,R235,148.32,2024-07-18,2024-07-19,2024-07-19,2024-07-17
TXN4537,ORD4329,C2,R35,299.51,2024-03-23,2024-03-25,2024-03-25,2024-03-24
TXN4538,ORD0544,C4,R183,64.98,2024-01-31,2024-02-04,2024-02-04,2024-02-03
TXN4539,ORD1076,C4,R190,97.84,2024-01-10,2024-01-12,2024-01-12,2024-01-10
TXN4540,ORD8692,C4,R255,36.73,2024-10-15,2024-10-19,2024-10-19,2024-10-17
TXN4541,ORD9986,C1,R177,279.81,2024-10-28,2024-10-29,2024-10-29,2024-10-26
TXN4542,ORD1966,C1,R271,93.77,2024-10-22,2024-10-27,2024-10-27,2024-10-26
TXN4543,ORD6978,C6,R82,14.43,2024-04-29,2024-05-02,2024-05-02,2024-04-29
TXN4544,ORD8598,C4,R271,61.52,2024-01-20,2024-01-24,2024-01-24,2024-01-22
TXN4545,ORD3258,C3,R239,86.65,2024-05-05,2024-05-08,2024-05-08,2024-05-07
TXN4546,ORD5783,C2,R56,279.78,2024-09-28,2024-10-01,2024-10-01,2024-09-28
TXN4547,ORD7592,C3,R184,222.03,2024-08-02,2024-08-05,2024-08-05,2024-08-03
TXN4548,ORD2777,C6,R120,150.54,2024-01-09,2024-01-11,2024-01-11,2024-01-10
TXN4549,ORD9218,C3,R247,243.63,2024-08-09,2024-08-14,2024-08-14,2024-08-12
TXN4550,ORD1366,C4,R123,149.08,2024-03-20,2024-03-21,2024-03-21,2024-03-18
TXN4551,ORD9414,C2,R258,139.7,2024-08-15,2024-08-16,2024-08-16,2024-08-15
TXN4552,ORD5357,C3,R11,60.24,2024-04-18,2024-04-21,2024-04-21,2024-04-19
TXN4553,ORD7873,C5,R283,66.54,2024-08-27,2024-08-30,2024-08-30,2024-08-27
TXN4554,ORD7571,C6,R251,179.85,2024-02-28,2024-02-29,2024-02-29,2024-02-28
TXN4555,ORD3940,C3,R211,107.52,2024-05-28,2024-06-01,2024-06-01,2024-05-30
TXN4556,ORD1744,C2,R285,269.89,2024-01-16,2024-01-21,2024-01-21,2024-01-19
TXN4557,ORD9252,C4,R239,150.45,2024-05-05,2024-05-08,2024-05-08,2024-05-06
